bill_id,date,chamber,sequence,action
1456936,2021-05-05,Senate,12,"Read second time. Ordered to consent calendar."
1456936,2021-05-10,Senate,13,"Read third time. Passed. (Ayes 37. Noes 0.) Ordered to the Assembly."
1456936,2021-05-10,Assembly,14,"In Assembly. Read first time. Held at Desk."
1456937,2021-02-18,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1456937,2021-02-19,Senate,2,"From printer. May be acted upon on or after March 21."
1456937,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1456937,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1456937,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1456937,2021-03-03,Senate,6,"Referred to Coms. on TRANS. and GOV. & F."
1456937,2021-03-10,Senate,7,"Set for hearing April 13."
1456937,2021-03-25,Senate,8,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on TRANS."
1456937,2021-04-19,Senate,9,"From committee: Do pass as amended and re-refer to Com. on GOV. & F. (Ayes 14. Noes 0.) (April 13)."
1456937,2021-04-20,Senate,10,"Read second time and amended. Re-referred to Com. on GOV. & F."
1456937,2021-04-28,Senate,11,"Set for hearing May 6."
1456937,2021-05-03,Senate,12,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on GOV. & F."
1456937,2021-05-10,Senate,13,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 4. Noes 1.) (May 6). Re-referred to Com. on APPR."
1456937,2021-05-12,Senate,14,"Set for hearing May 17."
1456938,2021-02-18,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1456938,2021-02-19,Senate,2,"From printer. May be acted upon on or after March 21."
1456938,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1456938,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1456938,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1456938,2021-03-03,Senate,6,"Referred to Com. on G.O."
1456938,2021-03-04,Senate,7,"Set for hearing March 9."
1456938,2021-03-09,Senate,8,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 13. Noes 0. Page 421.) (March 9)."
1456938,2021-03-10,Senate,9,"Read second time and amended. Re-referred to Com. on APPR."
1456938,2021-03-16,Senate,10,"Set for hearing March 22."
1456938,2021-03-22,Senate,11,"March 22 hearing: Placed on APPR suspense file."
1456938,2021-05-14,Senate,12,"Set for hearing May 20."
1456939,2021-02-18,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1456939,2021-02-19,Senate,2,"From printer. May be acted upon on or after March 21."
1456939,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1456939,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1456939,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1456939,2021-03-03,Senate,6,"Referred to Com. on B., P. & E.D."
1456939,2021-03-11,Senate,7,"Set for hearing March 22."
1456939,2021-03-22,Senate,8,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 13. Noes 0. Page 574.) (March 22). Re-referred to Com. on APPR."
1456939,2021-03-23,Senate,9,"Set for hearing April 5."
1456939,2021-04-05,Senate,10,"April 5 hearing: Placed on APPR suspense file."
1456939,2021-05-14,Senate,11,"Set for hearing May 20."
1456940,2021-02-18,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1456940,2021-02-19,Senate,2,"From printer. May be acted upon on or after March 21."
1456940,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1456940,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1456940,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1456940,2021-03-03,Senate,6,"Referred to Com. on ED."
1456940,2021-03-25,Senate,7,"Set for hearing April 14."
1456940,2021-04-14,Senate,8,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 7. Noes 0.) (April 14)."
1456940,2021-04-15,Senate,9,"Read second time and amended. Re-referred to Com. on APPR."
1456940,2021-04-21,Senate,10,"Set for hearing May 3."
1456940,2021-05-04,Senate,11,"May 3 hearing: Placed on APPR suspense file."
1456940,2021-05-14,Senate,12,"Set for hearing May 20."
1456941,2021-02-18,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1456941,2021-02-19,Senate,2,"From printer. May be acted upon on or after March 21."
1456941,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1456941,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1456941,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1456941,2021-03-03,Senate,6,"Referred to Com. on RLS."
1456941,2021-03-05,Senate,7,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1456941,2021-03-18,Senate,8,"Re-referred to Coms. on E., U. & C. and HUMAN S."
1456941,2021-03-23,Senate,9,"Set for hearing April 12."
1456941,2021-03-25,Senate,10,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on E., U. & C."
1456941,2021-04-15,Senate,11,"From committee: Do pass as amended and re-refer to Com. on HUMAN S. (Ayes 14. Noes 0.) (April 12)."
1456941,2021-04-19,Senate,12,"Read second time and amended. Re-referred to Com. on HUMAN S."
1456941,2021-04-19,Senate,13,"Set for hearing April 20."
1456941,2021-04-21,Senate,14,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 5. Noes 0.) (April 20). Re-referred to Com. on APPR."
1456941,2021-04-30,Senate,15,"Set for hearing May 10."
1456941,2021-05-04,Senate,16,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on APPR."
1456941,2021-05-10,Senate,17,"May 10 hearing: Placed on APPR suspense file."
1456941,2021-05-14,Senate,18,"Set for hearing May 20."
1456942,2021-02-18,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1456942,2021-02-19,Senate,2,"From printer. May be acted upon on or after March 21."
1456942,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1456942,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1456942,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1456942,2021-03-03,Senate,6,"Referred to Coms. on AGRI., ED., and G.O."
1456942,2021-03-04,Senate,7,"Referral to Com. on G.O. rescinded because of the limitations placed on committee hearings due to ongoing health and safety risks of the COVID-19 virus."
1456942,2021-03-09,Senate,8,"Set for hearing March 18."
1456942,2021-03-11,Senate,9,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on AGRI."
1456942,2021-03-18,Senate,10,"From committee: Do pass and re-refer to Com. on ED. (Ayes 5. Noes 0. Page 552.) (March 18). Re-referred to Com. on ED."
1456942,2021-03-23,Senate,11,"Set for hearing April 7."
1456942,2021-04-07,Senate,12,"From committee: Do pass and re-refer to Com. on APPR with recommendation: To consent calendar. (Ayes 7. Noes 0.) (April 7). Re-referred to Com. on APPR."
1456942,2021-04-08,Senate,13,"Set for hearing April 19."
1456942,2021-04-13,Senate,14,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on APPR."
1456942,2021-04-20,Senate,15,"April 19 hearing: Placed on APPR suspense file."
1456942,2021-05-14,Senate,16,"Set for hearing May 20."
1456943,2021-02-18,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1456943,2021-02-19,Senate,2,"From printer. May be acted upon on or after March 21."
1456943,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1456943,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1456943,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1456943,2021-03-03,Senate,6,"Referred to Com. on TRANS."
1456943,2021-03-16,Senate,7,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on TRANS."
1456943,2021-03-19,Senate,8,"Set for hearing April 13."
1456943,2021-04-05,Senate,9,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on TRANS."
1456943,2021-04-13,Senate,10,"From committee: Do pass. (Ayes 16. Noes 0.) (April 13)."
1456943,2021-04-14,Senate,11,"Read second time. Ordered to third reading."
1456943,2021-05-03,Senate,12,"Read third time. Passed. (Ayes 36. Noes 0.) Ordered to the Assembly."
1456943,2021-05-04,Assembly,13,"In Assembly. Read first time. Held at Desk."
1456943,2021-05-13,Assembly,14,"Referred to Com. on TRANS."
1456944,2021-02-18,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1456944,2021-02-19,Senate,2,"From printer. May be acted upon on or after March 21."
1456944,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1456944,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1456944,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1456944,2021-03-03,Senate,6,"Referred to Coms. on L., P.E. & R. and HUMAN S."
1456944,2021-03-23,Senate,7,"Set for hearing April 5."
1456944,2021-04-06,Senate,8,"From committee: Do pass and re-refer to Com. on HUMAN S. with recommendation: To consent calendar. (Ayes 5. Noes 0.) (April 5). Re-referred to Com. on HUMAN S."
1456944,2021-04-09,Senate,9,"Set for hearing April 20."
1456944,2021-04-21,Senate,10,"From committee: Do pass. Ordered to consent calendar. (Ayes 5. Noes 0.) (April 20)."
1456944,2021-04-22,Senate,11,"Read second time. Ordered to consent calendar."
1456944,2021-04-29,Senate,12,"Read third time. Passed. (Ayes 36. Noes 0.) Ordered to the Assembly."
1456944,2021-04-29,Assembly,13,"In Assembly. Read first time. Held at Desk."
1456944,2021-05-13,Assembly,14,"Referred to Coms. on L. & E. and HUM. S."
1456945,2021-02-18,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1456945,2021-02-19,Senate,2,"From printer. May be acted upon on or after March 21."
1456945,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1456945,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1456945,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1456945,2021-03-03,Senate,6,"Referred to Coms. on L., P.E. & R. and JUD."
1456945,2021-04-13,Senate,7,"Set for hearing April 19."
1456945,2021-04-20,Senate,8,"From committee: Do pass and re-refer to Com. on JUD. (Ayes 5. Noes 0.) (April 19). Re-referred to Com. on JUD."
1456945,2021-04-21,Senate,9,"Set for hearing April 27."
1456945,2021-04-28,Senate,10,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 9. Noes 2.) (April 27). Re-referred to Com. on APPR."
1456945,2021-04-30,Senate,11,"Set for hearing May 10."
1456945,2021-05-10,Senate,12,"May 10 hearing: Placed on APPR suspense file."
1456945,2021-05-14,Senate,13,"Set for hearing May 20."
1456946,2021-02-18,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1456946,2021-02-19,Senate,2,"From printer. May be acted upon on or after March 21."
1456946,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1456946,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1456946,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1456946,2021-03-03,Senate,6,"Referred to Coms. on G.O., TRANS., and E., U. & C."
1456946,2021-03-04,Senate,7,"Referral to Com. on E., U. & C. rescinded because of the limitations placed on committee hearings due to ongoing health and safety risks of the COVID-19 virus."
1456946,2021-03-23,Senate,8,"Set for hearing April 6."
1456946,2021-03-25,Senate,9,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on G.O."
1456946,2021-04-06,Senate,10,"From committee: Do pass as amended and re-refer to Com. on TRANS. (Ayes 10. Noes 3.) (April 6)."
1456946,2021-04-07,Senate,11,"Read second time and amended. Re-referred to Com. on TRANS."
1456946,2021-04-16,Senate,12,"Set for hearing April 27."
1456946,2021-04-19,Senate,13,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on TRANS."
1456946,2021-04-28,Senate,14,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 14. Noes 2.) (April 27)."
1456946,2021-04-29,Senate,15,"Read second time and amended. Re-referred to Com. on APPR."
1456946,2021-05-07,Senate,16,"Set for hearing May 17."
1456946,2021-05-11,Senate,17,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on APPR."
1456947,2021-02-18,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1456947,2021-02-19,Senate,2,"From printer. May be acted upon on or after March 21."
1456947,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1456947,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1456947,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1456947,2021-03-03,Senate,6,"Referred to Coms. on N.R. & W. and GOV. & F."
1456947,2021-03-24,Senate,7,"Set for hearing April 13."
1456947,2021-04-13,Senate,8,"From committee: Do pass and re-refer to Com. on GOV. & F. (Ayes 8. Noes 0.) (April 13). Re-referred to Com. on GOV. & F."
1456947,2021-04-16,Senate,9,"Set for hearing April 22."
1456947,2021-04-26,Senate,10,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 5. Noes 0.) (April 22)."
1456947,2021-04-27,Senate,11,"Read second time and amended. Re-referred to Com. on APPR."
1456947,2021-04-30,Senate,12,"Set for hearing May 10."
1456947,2021-05-10,Senate,13,"May 10 hearing: Placed on APPR suspense file."
1456947,2021-05-14,Senate,14,"Set for hearing May 20."
1456948,2021-02-18,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1456948,2021-02-19,Senate,2,"From printer. May be acted upon on or after March 21."
1456948,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1456948,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1456948,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1456948,2021-03-03,Senate,6,"Referred to Com. on RLS."
1456948,2021-03-10,Senate,7,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1456948,2021-03-18,Senate,8,"Re-referred to Com. on GOV. & F."
1456948,2021-04-15,Senate,9,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on GOV. & F."
1456948,2021-04-28,Senate,10,"Set for hearing May 6."
1456948,2021-05-10,Senate,11,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 5. Noes 0.) (May 6)."
1456948,2021-05-11,Senate,12,"Read second time and amended. Re-referred to Com. on APPR."
1456948,2021-05-13,Senate,13,"Set for hearing May 17."
1456949,2021-02-18,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1456949,2021-02-19,Senate,2,"From printer. May be acted upon on or after March 21."
1456949,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1456949,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1456949,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1456949,2021-03-03,Senate,6,"Referred to Com. on GOV. & F."
1456949,2021-03-24,Senate,7,"Set for hearing April 8."
1456949,2021-04-05,Senate,8,"April 8 set for first hearing canceled at the request of author."
1456950,2021-02-18,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1456950,2021-02-19,Senate,2,"From printer. May be acted upon on or after March 21."
1456950,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1456950,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1456950,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1456950,2021-03-03,Senate,6,"Referred to Coms. on GOV. & F. and JUD."
1456950,2021-03-11,Senate,7,"Set for hearing March 25."
1456950,2021-03-25,Senate,8,"From committee: Do pass and re-refer to Com. on JUD. (Ayes 5. Noes 0.) (March 25). Re-referred to Com. on JUD."
1456950,2021-04-06,Senate,9,"Set for hearing April 20."
1456950,2021-04-12,Senate,10,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on JUD."
1456950,2021-04-21,Senate,11,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 11. Noes 0.) (April 20). Re-referred to Com. on APPR."
